review,sentiment,clean_review
"X udh bagus, cmn knp ya pas lagi baca tl suka tiba2 ke refresh sndri? Ini emng lgi error ap gmn x nya? Tolong di perbaiki",negatif,x udh bagus cmn knp ya pas baca tl suka refresh sndri emng lgi error ap gmn x nya tolong baik
Asik,positif,asik
mantap,positif,mantap
"kenapa update sekarang jadi sering refresh sendiri, tolong untuk aplikasi ini segera di perbaiki, lagi asik asik baca info info malah refresh sendiri, jadi lama lama kesel",negatif,update refresh tolong aplikasi baik asik asik baca info info refresh kesel
aplikasinya kek taiik,negatif,aplikasi kek taiik
Mantabs,positif,mantabs
Lebih lagi menghibur,positif,hibur
DIAN TRIYANTO,positif,dian triyanto
Banyak mendapatkan informasi,positif,informasi
Kok aplikasinya keluar terus,negatif,aplikasi
apa coba,positif,coba
Top,positif,top
woow,positif,woow
Sering tidak bisa di buka ....,negatif,buka
Mau muter video kadang suka lemot,negatif,muter video kadang suka lot
Top bgt,positif,top bgt
Ok,positif,ok
Baru download app x,positif,download app x
Top,positif,top
"Buruk, aering tidak terkoneksi / buffer padahal sinyal baik-baik saja",negatif,buruk aering koneksi buffer sinyal baikbaik
Jahat banget akun gua di tangguhkan padahal gak ngapa2 in mana akun mau di jual 😭,negatif,jahat banget akun gua tangguh gak ngapa in akun jual 
Ok😲👍,positif,ok
"Sering eror, tiba-tiba ga bisa memuat data Padahal internet lancar Banyak bug makin lama",negatif,eror tibatiba ga muat data internet lancar bug
Aplikasi gak guna akun ff gw udah berapa kali hilang gara gara aplikasi ini mending gak usah di download ges buang buang paket aja,negatif,aplikasi gak akun ff gw udah kali hilang gara gara aplikasi mending gak download ges buang buang paket aja
Mantap,positif,mantap
The best,positif,the best
Semenjak ganti nama X lemotnya minta ampun dah nyaris tdk bisa dibuka.?,negatif,semenjak ganti nama x lot ampun dah tdk buka
Puas semua ada lengkap,positif,puas lengkap
Goooood,positif,goooood
Is ok,positif,is ok
Sosmed paling 👍,positif,sosmed 
pengen aja,positif,ken aja
Mantap,positif,mantap
Sangat bagus dan memuas kan,positif,bagus muas
mantap,positif,mantap
"Ini mau bikin akun pake acara tebak gambar segala norak tau lu, cukup verifikasi kode lewat email kek biasa aja nape sih makin lama makin gag jelas kurang kerjaan lu?",negatif,bikin akun pake acara tebak gambar norak tau lu verifikasi kode email kek aja nape sih gag kerja lu
Spektakuler x,positif,spektakuler x
Kenapa saya tidak bisa masuk error,positif,masuk error
Gak banget,negatif,gak banget
Semenjak jadi X apk jadi lemot padahal sinyal bagus tolong di perbaiki agar kami bisa lebih nyaman,negatif,semenjak x apk lot sinyal bagus tolong baik nyaman
sekarang kok susah ya buat nonton vidio bokep,negatif,susah ya nonton vidio bokep
Mantap,positif,mantap
Mantap terbaik banget sepanjang masa,positif,mantap baik banget
"makin kesini makin ga jelas ni apk, iklan nya makin ga bener & vulgar, udah di klik ga tertarik, katanya udah dibisukan tetep aja muncul iklan nya haedh jadi males buka",negatif,kesini ga ni apk iklan nya ga bener vulgar udah klik ga tarik udah bisu tetep aja muncul iklan nya haedh males buka
"aplikasi nya sudah bagus, tapi tolong di perbaiki lagi resolusi gambar nya ketika mendownload",positif,aplikasi nya bagus tolong baik resolusi gambar nya mendownload
Paling update,positif,update
"Sering refresh sendiri,bikin emosi, saat kita lagi asik nonton video",negatif,refresh sendiribikin emosi asik nonton video
ga tau suka aja gitu,positif,ga tau suka aja gitu
Good,positif,good
Ok,positif,ok
Sangqt menyenang kann,positif,sangqt senang kann
Ampas,negatif,ampas
"Payah, gk bisa liat komentar...!",negatif,payah gk liat komentar
"sejak ganti X iniiii udah 3x instal soalnya sering banget lag, lemot parah😭",netral,ganti x iniiii udah x instal banget lag lot parah
Semenjak Aplikasi Twit jadi Baru saya Tidak tau kalo ini Aplikasi Twitter,netral,semenjak aplikasi twit tau kalo aplikasi twitter
Bagus,positif,bagus
"Masih banyak yng harus ku ketahui terutama ilmu pengetahuan,tpi sekarang twitter di ganti dengan X,Akun saya hilang dan tenggelam dah beberapa kali login tpi tetep aj,gk bisa masuk🤦‍♂️payah Aplikasi bikin Naik darah.",positif,yng ku tahu ilmu pengetahuantpi twitter ganti xakun hilang tenggelam dah kali login tpi tetep ajgk masuk payah aplikasi bikin darah
sangat keren,positif,keren
Like,positif,like
lemot,negatif,lot
mantap,positif,mantap
Apk banyak bokep,negatif,apk bokep
"Ini kenapa gambar nya gak muncul ya, apa harus berlangganan dulu biar bisa liat gambar, soalnya diawal2 masih bisa liat foto dan vidio sekarang gak bisa, apa harus x premium dulu?",negatif,gambar nya gak muncul ya langgan biar liat gambar awal liat foto vidio gak x premium
penuh Ama bokep jir di gw,negatif,penuh ama bokep jir gw
Apk Benci sama gw,negatif,apk benci gw
Knp ko mau login susah skrng padahal udah terdaftar semakin ga jelas,netral,knp ko login susah skrng udah daftar ga
Gak bisa nonton video!,negatif,gak nonton video
Mantap Ok. Punya,positif,mantap ok
"Mengapa harus berlogo ""X"" dan nama aplikasinya ""X"" aku sangat tidak menyukainya 😡😠",negatif,logo x nama aplikasi x suka 
Ok,positif,ok
lemot parah jir.. bkn cm hp gw doang. mostly user x emg pd bilang gtu jg.,negatif,lot parah jir bkn cm hp gw doang mostly user x emg pd bilang gtu jg
terbaik,positif,baik
sebenarnya sudah bagus tapi aplikasinya malah mental/terkeluar secara paksa. tolong di perbaiki bugnya,positif,bagus aplikasi mentalterkeluar paksa tolong baik bugnya
mantab,positif,mantab
Baru coba,positif,coba
Apaan banget mau login aja susah,negatif,banget login aja susah
Bagus,positif,bagus
Bisa berita lebih cepat. lengkap dan akurat,positif,berita cepat lengkap akurat
oke sih,positif,oke sih
Mantap,positif,mantap
telegram x,positif,telegram x
Lumayan bagus,positif,lumayan bagus
Mantap,positif,mantap
"SEBENARNYA BAGUS TAPI BANYAK VIDEO BOKEP, OH IYA GUA BARU NYADAR KALO INI TWITTER 🗿",netral,bagus video bokep oh iya gua nyadar kalo twitter 
Suka refresh sendiri,negatif,suka refresh
Good,positif,good
Aplikasi yg bagus berguna,positif,aplikasi yg bagus guna
Sy sudah lama,positif,sy
selalu up date,positif,up date
"Heleh Taikucing susah kali mau restor data,dibilang ini itu salah,padahal yg dipake juga itu2 doang",negatif,heleh taikucing susah kali restor datadibilang salahpadahal yg dipake doang
Goood,positif,goood
Kok makin menjadi malah ada iklannya sih? Bikin menghanggu Lo pop up iklannya,negatif,iklan sih bikin menghanggu lo pop up iklan
Sangat informatif,positif,informatif
Ga senyaman wktu namanya twitter,negatif,ga nyaman wktu nama twitter
Aplikasi sampah,negatif,aplikasi sampah
bagus,positif,bagus
Oke,negatif,oke
akun saya dua duanya gak bisa di buka tanpa ada mslah apa2. tolong berikan tanggapannya,negatif,akun dua gak buka mslah tolong tanggap
"Nice apps, i like it",positif,nice apps i like it
lemot,negatif,lot
Ok,positif,ok
Biarkan Semua Manusia Jadi Saksi Nyata,positif,biar manusia saksi nyata
Yoy,positif,yoy
Aplikasi rusak liat video sering eror background berbayang bejalan sendiri,negatif,aplikasi rusak liat video eror background bayang bejalan
Good,positif,good
Super X SpaceX Stralink Elon mus🚀🚀,positif,super x spacex stralink elon mus
Bagus,positif,bagus
Mantap banget,positif,mantap banget
masa sekarang harus berlangganan,negatif,langgan
"Aplikasi terburuk, gak di refresh malah nge refresh sendiri, force close. Dasar sampah. Semenjak di kelola Elon, makin error ni aplikasi.",negatif,aplikasi buruk gak refresh nge refresh force close dasar sampah semenjak kelola elon error ni aplikasi
elon musk you need to fix the app,negatif,elon musk you need to fix the app
Berantas buzzer buzzer politik. Twitter sekarang tak senyaman dengan twitter dulu,positif,berantas buzzer buzzer politik twitter nyaman twitter
Ini aplikasi nonton paling enak untuk nonton BKP,positif,aplikasi nonton enak nonton bkp
"Tidak menerima kode Verifikasi,aplikasi eror",negatif,terima kode verifikasiaplikasi eror
Mending uninstal,negatif,mending uninstal
lag amat njirr buka YouTube 1080p bisa tapi buka x lagnya kebangetan,negatif,lag njirr buka youtube p buka x lagnya banget
cari link viral banyak,positif,cari link viral
Lagi scroll tiba tiba refresh sendiri,negatif,scroll refresh
Kebanyakan iklan nya,negatif,banyak iklan nya
Please lah makin mesini X ini lemot amat nggak kayak dulu,negatif,please mesin x lot nggak kayak
ok bangat,positif,ok bangat
Aplikasi nya bagus,positif,aplikasi nya bagus
Bagus,positif,bagus
Lemot,negatif,lot
Jos,positif,jos
Woi gua mau daftar tapi gimana tadi udah coba coba beberapa kali nggak bisa cobalah benerin benerin aplikasinya tadi saya mau daftar tapi nggak bisa-bisa gimana mau dipakai aplikasinya daftar aja nggak bisa aplikasi sampah udah emosi gara-gara ini tadi kan gue mau buat akun nah terus gua lah buat akun terus gimana itu udah daftar tapi nggak bisa kode sampah sampah sampah sampah sampah sampah sampah sampah sampah emosi sampai stress gara-gara aplikasi ini enggak bisa daftar buat akun gimana,negatif,woi gua daftar gimana udah coba coba kali nggak coba benerin benerin aplikasi daftar nggak bisabisa gimana pakai aplikasi daftar aja nggak aplikasi sampah udah emosi garagara gue akun gua akun gimana udah daftar nggak kode sampah sampah sampah sampah sampah sampah sampah sampah sampah emosi stress garagara aplikasi daftar akun gimana
Opsional,negatif,opsional
Bagus banget,positif,bagus banget
Gak bisa update lawak,negatif,gak update lawak
ok mantap,positif,ok mantap
Benci bgt skrng sama X toolollll,negatif,benci bgt skrng x toolollll
Sering log out sendiri semoga cepet diperbaiki dah,negatif,log out moga cepet baik dah
Waaahh parah dong klo githu udah terlanjur download lagi.. Apk apa'an klo begini,negatif,waaahh parah klo githu udah lanjur download apk klo
Akun ku suka di blokir njirrr,negatif,akun ku suka blokir njirrr
Selamat akun ada di tanggukan Pihak X tidak punya solusi. Aplikasi Tolol pantas sepi,negatif,selamat akun tangguk x solusi aplikasi tolol sepi
Kumplit positif dan negatif tergantung pengguna,positif,kumplit positif negatif gantung guna
Bagus,positif,bagus
"Aplikasi nya lemot banget padahal jaringan oke,gak kayak dulu,POKOKNYA BURUK BANGET",negatif,aplikasi nya lot banget jaring okegak kayak dulupokoknya buruk banget
Sarang bokep🍆🍑,negatif,sarang bokep
"Semenjak di perbaharui Twitter ku tidak berwarna lagi, yg muncul malah yg baru Update. Tidak acak seperti sebelumnya, jadi yg nongol cuma base bot doang manusianya kaga kliatan hadeh",positif,semenjak baharu twitter ku warna yg muncul yg update acak yg nongol base bot doang manusia kaga kliatan hadeh
Good,positif,good
Kerennn elon mask,positif,kerennn elon mask
Bagus,positif,bagus
Sering logout sendiri,negatif,logout
Sejak jadi x ini aplikasi semakin lemot dan sangat tidak rekomended,negatif,x aplikasi lot rekomended
This app isn't good anymore. Bcs of rules limit access to read the tweet.,positif,this app isnt good anymore bcs of rules limit access to read the tweet
aplikasi 18++ sangat menjijikan,negatif,aplikasi jijik
"Akun aku di blokir udah 2, padahal gak ada yg aneh cuman liat berita tentang olahraga doang, aneh!",negatif,akun blokir udah gak yg aneh cuman liat berita olahraga doang aneh
"kok ratingnya turun ya semenjak jadi x, ini aku gak download biar bisa komen ya kukasi bintang, jdi satu aja ya",negatif,ratingnya turun ya semenjak x gak download biar komen ya kas bintang jdi aja ya
Makin gak jelas tiap di tonton tau tau ilang harus masukin aku mana di bilang salah mulu,netral,gak tonton tau tau ilang masukin bilang salah mulu
nice,positif,nice
Very gods,positif,very gods
Is good,positif,is good
Terjadi kesalah selalu tidak jelas,negatif,salah
Mantap,positif,mantap
keren banget lumayan dapet penghasilan dari ni apk,positif,keren banget lumayan dapet hasil ni apk
"Teralu Banyak Iklan setiap memutar media, menganggu",negatif,alu iklan putar media menganggu
Mantap,positif,mantap
Aplikasi sampah dikit dikit kena tangguhan,negatif,aplikasi sampah dikit dikit kena tangguh
Terbaik,positif,baik
Sempurna,positif,sempurna
Good,positif,good
seruu,positif,seruu
tidak bisa membuka video,negatif,buka video
Why i cant see the picture and it just goes blank?,negatif,why i cant see the picture and it just goes blank
Mantap,positif,mantap
kualitas apk menurun,negatif,kualitas apk turun
Sangat mendukung pengetahuan saya tentang dunia luar,positif,dukung tahu dunia
"Suka close sendiri kocak. Udah ngetik banyak malah close, ilang hasil ketikannya.",negatif,suka close kocak udah ngetik close ilang hasil keti
Apk pekob,negatif,apk pekob
Kenapa kok di ganti yeah awal nyah twitter kok jadi X si jadi makin lemot klo dpt Tq up dri Korea atau dri Luar negri,negatif,ganti yeah nyah twitter x si lot klo dpt tq up dri korea dri negri
Selamat! Cashback OVO dapat kamu claim dengan membeli nomor cantik Tri mu di link,positif,selamat cashback ovo claim beli nomor cantik tri mu link
Enakan twitter jaman dulu.,negatif,enak twitter jaman
"Saya kecewa banget,saya ngga tau X ada masalah apa sama saya, 3 akun saya di tangguhkan semua, saya gatau ngelakuin kesalahan apa, bahkan sekarang bikin akun baru tetep kena di tangguhkan, tolong kembaliin akun utama saya!",negatif,kecewa bangetsaya ngga tau x akun tangguh gatau ngelakuin salah bikin akun tetep kena tangguh tolong kembaliin akun utama
Aplikasi ini tidak cocok untuk anak saya,negatif,aplikasi cocok anak
good,positif,good
Beberapa hari gak buka twitter x. Langsung di tangguhkan. Udah yg ke berapa kalinya ini. Pd hal gak pernah buat post apa2. Cuma untuk senang baca2 aja berita2 terbaru.,negatif,gak buka twitter x langsung tangguh udah yg kali pd gak post senang baca aja berita baru
"Ini 4 hari bru download lemot bngttt , pdhl dulu kaga . ""Maaf ada kesalahan teknis"" ga gua maafin . Benerin ga 👊",negatif,bru download lot bngttt pdhl kaga maaf salah teknis ga gua maafin benerin ga 
Sangat bagus dn manfaat juga bisa buat belajar antar teman,positif,bagus dn manfaat ajar teman
Bagus,positif,bagus
Menarik tempat medapatkan info berbagai macam,positif,tarik medapatkan info
Gk bisa untuk login,negatif,gk login
Apk paling good dah ni apk,positif,apk good dah ni apk
Lemot,negatif,lot
info hudai,positif,info hudai
Mantap,positif,mantap
"Aplikasi ini bagus,membantu mendapatkan informasi terbaru",positif,aplikasi bagusmembantu informasi baru
Gabisa pasang foto profil,negatif,gabisa pasang foto profil
Anggakasman,positif,anggakasman
Jos,positif,jos
Mantaf dahh,positif,mantaf dahh
Gak bagusss,negatif,gak bagusss
Lancar dan sukses,positif,lancar sukses
suka,positif,suka
"the apk is very slow, please update the apk so that it runs smoothly",negatif,the apk is very slow please update the apk so that it runs smoothly
"X sekarang banyak iklan, akun bot nggak jelas, mana lemot banget. Tolong dong developer diperbaiki hal kayak gini, yang pake jadi males buat pake apk ini",negatif,x iklan akun bot nggak lot banget tolong developer baik kayak gin pake males pake apk
Kinda good,positif,kinda good
mantap,positif,mantap
Coba aja download dulu nanti kalian pasti tau kualitasnya,positif,coba aja download tau kualitas
Bgs bgt gasss,positif,bgs bgt gasss
Good app and good job,positif,good app and good job
Nice app,positif,nice app
sAngat puas,positif,puas
Selalu menunggu berita yg viral setiap hari di Aplikasi ini,positif,tunggu berita yg viral aplikasi
Cacat gabisa login. Verifikasinya ribett anj,negatif,cacat gabisa login verifikasi ribett anj
Gud,positif,gud
"Twitter skrg kek apa y, centang biru bayar pls 😔🙏",positif,twitter skrg kek y centang biru bayar pls 
#1 apps,positif,apps
Baguss,positif,baguss
"hello, my refund was rejected, but my 1 year annual pass was deleted without reason, I didn't even respond to my email, please help",negatif,hello my refund was rejected but my year annual pass was deleted without reason i didnt even respond to my email please help
Menjaga performa,positif,jaga performa
"ui jelek, frame parah. padahal buka app lain lancar lancar aja, gajelas.",negatif,ui jelek frame parah buka app lancar lancar aja gajelas
mantap,positif,mantap
Ok,positif,ok
Banyak informasi akurat dan hiburannya,positif,informasi akurat hibur
tiba tiba di tangguhkan padahal baru download,negatif,tangguh download
