review,sentiment
"Buka akun akun aku woy, aku bukan anak2",1
Jelek,1
Tolong tambah kan fitur bookmark yang bisa di klompok kan. Misalnya Bookmark anime Bookmark manga Bookmark Novel,1
"lupa password, sudah masukin email, sudah masukin nama pengguna, eh masih minta nomor hp, nomor hp udah ganti, giliran reset password via email, masih juga minta nomor yg lama, twitter kusut 👎🏻👎🏻👎🏻👎🏻",1
bagus,5
"Sering error, gambar jarang muncul, refresh aktif. 🤬🤬🤬",1
iklan nya banyak,1
cakep,5
"Ga jelas mau bikin akun baru ga di kirim kirim kode verifikasi kasih nya sampe ulang ulang autentivikasi, tolong di perbaiki nih. kalo soal fitur sebenarnya cukup buat sy. Tolong di perbaiki di bagian kode verifikasi nya,,,",2
XP. XP.xp.xp.xp.Esend.mantap7,1
tlong perbaiki lagi akin saya ga bisa masuk ke x,5
Too slow,1
Dikit² harus update ga suka,1
Arogan,1
Sangat baik,5
"makin jelek aplikasinyaa, lagi scroll tbtb keluar sendiri dan gabisa masuk lagi, tau-tau ditangguhkan padahal gada akun aneh-aneh, buka X juga cuma buat curhat dan liat curhatan orang orang, liat cerita lucu, udh 3akun ditangguhkan, ajukan banding malah dipersulit, hadehhh akhirnya gue apus aplikasi dan ga respect.",1
Nonsense,1
Mantab,5
"NYEBELIN ANJIRRR, lagi enak enak baca malah ke refresh sendiri! udah gitu banyak iklan nya!",1
Tolong perbaiki jangan musah akun di heak,4
Nice,5
👍👍,5
Ampas,1
ya gitu,5
👍😌,5
Bisa membantu saya untuk mengetahui kabar terbaru dari oshi atau dunia,5
error,1
Lancar jaya dan sukses apk nya,5
WOI MIN ERORRRRR GABISAAA LIAT GAMBAR VIDEO DAN LAIN LAIN TOLONH DIBENERIN CEPETTTTY,3
mantap,5
👎👎👎👎👎👎👎🤮🤮🤮🤮🤮🤮🤮🤮,1
"Mau download foto artis di twitter [X], masih ngeblur, tolong di perbaiki, di HD in atau di jelasin fotonya 😒",1
Teks tidak dapat di-edit setelah dikirim layaknya WhatsApp.,4
Mudah digunakan. Grok milik X sangat membantu,5
Ok,5
Aplikasi nya udah bagus tapi sayangnya ada limit kalau chatan dan kalau mau lanjut chatan lagi harus berlangganan yang menurutku ganggu banget tolong x hapus fitur limitnya,2
Mantan q,5
Nice,5
Terbaik,5
Mntap,5
Bagus😎👍🏻,5
"aplikasi nya sukak keluar sendiri, kayak jadi kurang sedap gak macam dulu.",4
Super,5
apa coba tiba tiba di suruh berlangganan,1
Bagus,5
Goood,5
Baik,5
Sering bug,3
Jembut minta update mulu skrg!,2
"apk gjls puqi, setiap kali mau buka foto suka ngeglitch",1
aplikasinya banyak bokep nya,3
Apk aneh masak mau login akun harus ada verifikasi nya jadi tambah mempersulit kita yang penguna x,1
Aplikasi gak jelas,1
suka kerelog dan saya relate dengan pendapat orang lain yang berbintang 1 sama. seperti saya,1
Ga jelas gabisa login,1
🐦,1
lumayan bagus tapi buat centang biru juga,4
Bagus,5
"ga jelas tiba"" di tangguhkan",1
sangat bagus saya sangat suka yg bilang banyak buk nya itu memang hp nya yg kurang sehat,5
Lumayan,5
Goood,5
Masa saat buat akun tidak bisa masuk x nya,2
Good,5
"Bagus, mohon tingkat kan lagi ya",5
Banyak video haram,1
Ok,4
Makin lama makin rusak ganti nama kagak bisa pdhl g ada masalah kena ban X perbaiki lah 🙏,1
"hmm, apk ny tcakep. bisa tau inpo tentang OPPA OPPA GAMTENK Q, tapi agak nge lag y, susah buag verivikasi juga. udah 3 kali ya bund, susah amat buat daftar. padahal sebelum nya udh pernah daptar. sekian",3
Love It,5
CooL and freedom 😍👍,5
Banyaknya pengalaman saya di aplikasi ini,3
Makin hari makin tolol ke logout sendiri,1
"Aplikasi nya bagus,tapi ada masalah... Kayak mau liat video di X ny,Videonya kagak bisa diputar gitu,sering nge bug keluar sendiri dia,pokoknya tolong diperbaiki yaa...🙏🏻👎🏻",1
GK bisak masuk ke aplikasinya padahal udah buat akun baru GK jelas ini aplikasi,1
Not bad but not good,4
bagus,5
Banyak 4no,1
Sangat Mudah dan keren,5
Bagus,5
"your application is very bad bro, it's easy to limit if you follow fellow x users and... often log out of your account, and also sometimes you can't send posts/replies",1
ngecewain,1
Ok,5
Bagus,5
Aplikasi pertamaku di komputer,5
Trllu bnyk bkp dan satwa di dlm sini,1
Yoii,5
$ANIKKA,5
Yaelah yg bener aja nih apk masa cuman ngeupload foto diri sendiri bisa kena copyright. Sekarang apa² bisa kena band mna acc official lgi yg kena band gk jelas bgt.tolong loh ya di perbaiki lgi!!!!!,3
hehe boay,5
Good,5
The best,5
Tol,5
Sangat bagus,5
Yang gua sebel dari x akun gua sering banget di tangguhkan padahal cuma liat postingan dewasa normal Aneh aja banyak akun konten kreator dewasa gak di tangguhkan.,1
Selalu memberikan motipasi tetaplah dan terus berjaya,5
"semenjak ganti nama X sering logout sendiri alasannya *""anda keluar karena kesalahan teknis""* pas masuk lagi malah *""ada gangguan silahkan coba beberapa saat lagi""*@",1
"Like / Sukai saya tiba tiba hilang, Tolong diperbaiki masalah ini, Setelah update jadi X malah sering bug / error",1
Bgus,4
Sangat bagus,5
Mantap,5
Kita jadi banyak kenal orang meskipun jaraknya jarak,5
Mantap apk nya bikin mata cerah.,5
Grook : worst ai Auto suspend my accun without show anything proof that I guilty,2
Good,5
Masa akun saya ditangguhkan karena alasan yang g jelas,1
Good job,5
"Gatau tiba tiba sering log out sendiri, masih banyak bug",1
Keren,5
Mantappp,5
"tiba"" akun ditangguhkan...aneh",1
Aplikasi bagus,5
Terimakasih,5
Ok,5
Sering keluar terus mau masuk lgi gk bisa,1
"Sensitive bet security nya, bicara dikit dikira skrip atau akun otomatis apalah",2
Mantap... tinggal update lagi algoritma video ny,5
Tolong untuk apl x untuk fitu suka dan twet di kembalikan seperti aplikasi biasa nya,1
"waduh gk jelas, gk ada angin gk ada ujan tiba2 akun ditangguhkan",1
"Kesel bat anjir pas lagi scroll aku tuh selalu balik keawal terus bikin gak mood, terus algoritma nya jelek banget!",2
❌ Yg menjadi trends sering pornografi ❌ Antara judul trend dan isi sering tidak nyambung,1
Good,5
tbtb reset sendiri berandanga,3
Kemarin mau masuk akun gak bisa tunggu besok bisnis bagus itu yang kurang masuk akun gak bisa lagi,3
enak untuk melihat postingan nya,5
Menyenangkan,5
"Dengern yg komplen demi kebaikan bersama,biar sama sama enak,dan yg donload jg mkin byk,,smoga kedepan nya jd mkin baik,film asianya di perbyk,kurangn film bule ,,",4
Bagus jir buat nonton bkp😹,5
Lebih luas dalam menjangkau berita terbaru dan terupdate,5
"Kdang akun suka keluar sndiri gk tau kenapa, trus suka ngebug juga",1
gabisa ganti foto profil huft,1
Bagus.,5
Bagus dan tidak ada iklan,5
Bagus,5
Mntap,5
"Aplikasi nya bagus, tapi makin kesini makin banyak bug nya, lagi scroll tiba tiba keluar aplikasi, tiba tiba ke lig out, tiba tiba ga bisa dibuka, akun tiba tiba hilang gabisa login",2
Mantap,5
Nice,5
"🤠 🤶 tWiTteR "" jEt 'Z "" 🐖 🛐",5
Cukup bagus,4
Suka,5
Jos,5
Bagus cuma ditangguhjan melulu,5
Luar biasa,5
aplikasi sangat jelek. tiap hari log out gak jelas. kalau gak niat bikin aplikasi gak usah bikin lah.,1
good,5
sejauh ini cakep sih,4
It is ok,5
"cape bngt, donlot hapus donlot hapus gitu aja terus",1
Sdh mantap semua..,5
mantap,2
aplikasi nya sangat membantu untuk mendapatkan informasi informasi yang sedang hangat di bicarakan dan membuat kita tidak tertinggal berita terkini,5
Informatif,5
Aplikasi mantap,5
"Lumayan lah, ini awal ku bangkit",4
Sangat puas,5
"Tolol, kan sudah login dari email, konfirmasi ke email, masuk kata sandi. Malah minta verifikasi no hp No hpnya ngak aktif lagi, Ngeribetin. Gimana tuh?",1
Nice game,5
"Ya oke sih, meskipun terkadang waktu buka apk harus login terus dan keluar sendiri dari akun",4
Baguss,5
Bagus aja sih ♥️♥️♥️♥️♥️🌹🌹🌹🌹🌹🥀🥀🥀🥀🥀🌺🌺🌺💐💐💐💐🐸🤍💘,5
oke,5
Sangat bermanfaat,4
Yang aku suka dari x beritanya tidak di sensor,5
Ok,5
"apaan dah gue sering tiba2 log out sendiri, mau login susah bgt, aneh",1
Bug,1
Suka dengan aplikasinya,5
"Kenapa akun Twitter gua di tangguhkan perasaan gak post yg aneh""?😭",1
Kadang GK bisa dibuka,5
Tolol,1
Guud,5
🙄🙄🙄🙄🙄🙄🙄🙄😪😪😪😪😦😦😦😮😮😮😮😮😲😲😲😲😲😯😯😯😯😯😨😨😨😨😰😰😰😱😱😱😱😱😱😱😱,5
"Sedikit sedikit di kunci ,padahal akun sendiri...payah aplikasi ini",2
baik,5
Ga bisa berkata tapi bagus 🗿👍,5
kebanyakan bugnya plus ga nyaman saat nonton,1
Ol,5
Bagus,5
Great Application 👍👍,5
y biasa aj,3
saya sangat suka,5
"Aplikasi ga bermutu, masuk ke akun malah error",1
Bagus,5
Mantap,5
Informatif banget,5
Ah,5
Good job,5
Banyak bug trs akun tiba2 keluar sendiri pas mau login lagi tuh akun nya malah g bisa ntah apa lah maaalahnya trs mau bikin akun baru juga kendala g bisa juga,1
👍👍👍🤤,5
Baguss banget,5
Bebas film dewasa,5
Bagus,5
Aplikasi wadukkkkkk,1
toppp,5
Nice,5
Mantep aplikasinya,5
Goooood,5
Membuat pengalaman menjadi asik saat membuka aplikasi ini...banyak informasi yang menarik,5
Bagus,5
Kok ga bisa d dowload,1
Waaaaaa,5
Lumayan bagus tau aja hobby yang aku suka,4
"Dikit2 refresh, ganggu banget",1
Bagus,5
Memang aplikasi babi banyak kali peraturan buat akun di persulitkan kontollllllll,1
Apk'nya keren,5
sering refresh sendiri pdhl algi scroll,1
Woy elonmusk ini apk lu gk bisa di install kocak,1
Untuk menambahkan yang terbaik websitenya,5
Sangat bagus,5
Bagus sekali,5
Aplikasinya nggak bagus mau posting vidio aja ngak bisa bagusan yg warna biru dulu,1
"udah ga stabil, biasanya pas lagi nonton video atau lagi apa gitu sering ke log out sendiri akunnya aneh..",3
"Apa coba , jaringan bagus , tapi lelet amat, mau liat foto aja susah , loading nya GK ngotak",1
bgus,5
terbaik,5
apasih vidio gk bisa di tonton padahal sinyal aman aman aja,1
sekarang x kayak apa gitu buka video aja gak bisa padahal jaringan bagus,2
tidak bisa menginstal,1
Lama lihat video nya sangat lambat,1
Stupid app can't create new account,1
"kenapa ya aku sampai bikin akun beberapa kali karna akun ditangguhkan padahal tidak ada melanggar privasi dan yang lainnya, karena akun seperti punyaku gak ada masalah lain mau di sambungkan di nomor hp juga gak bisa tulisannya nomor tidak terdaftar padahal terdaftar mohon diperbaiki sangat menggagu",2
Terimah kasih x,4
bagus,5
Dikit dikit akun anda dikunci,1
BerwArna,5
Bagus,5
"dari sekian banyaknya bug, bug yang paling ngeselin adalah sering log out sendiri, baru ga di buka beberapa hari, tarus pas mau buka eh malah di suruh masukin kode ini lah itu lah, ujung ujungnya malah suruh login ulang, kalau mau dapet bintang tinggi, tolonglah cepet di perbaiki, orang juga ga bakal ngasih rating rendah kalau apk nya bagus dan bug nya ga parah parah amat. tolong di perhatikan, terima kasih.",1
"setelah update malah eror ,sering logout sendiri dan sulit login, untuk pengembang tolong diperbaiki.",1
jelek,1
Good app.. Nice to use,5
okk,5
Terlalu banyak iklan menyush kan sekali,1
kadang logout sendiri,2
Sangat seru guys ayo umduh sekarang jugaa,5
Why i can't change my pfp?,1
nice,5
kerenn,5
Bagus,5
Sangat menghibur,5
"akunnya sering log out sendiri,banyak banget bug nya",1
Aplikasi yang sangat bagus dan keren,5
Mantap,5
sering banget ke logout tiba tiba. akun ku sampe ilang,1
Aplikasi lumayan menarik untuk sosial media,4
"Orang2nya rasional, informasi cepat",5
"bagus tapi sering kesel,karena update teruss",3
👍💥,3
Mantap,5
aplikasi yang sangat bagus dan recomend,5
Good,4
Informatif. Kekurangannya kadang banyak bug sering closing sendiri.,5
👍,5
Hilangkan fitur pemutaran video berikutnya secara otomatis.,4
X top,5
"ayo kembalikan x yang seperti dulu lagi, x sekarang tidak bagus sama sekali, terlalu banyak bug nya ketimbang normalnya.",1
Good,5
Tolong ya di perbaiki baru buka dan ga lama tiba tiba gerak sendiri ujung ujungnya harus keluar aplikasi,2
twitter skrg kaya anjg ditangguhkan terus,1
Tidak bisa di buka habis di update,1
merdeka,5
Nice,4
Kecewa sama aplikasi ini! Padahal password dan akun udah sama. Tapi malah gabisa masuk. Udah berkali kali kek gitu. Kecewa banget!!!,1
kenapa harus refresh otomatis sih? menyusahkan banget kalo nemu thread yang pengen dibaca! Mohon diperhatikan dan diubah tampilan yang otomatis itu!!!,1
"Gimana nih akun saya kok di tangguhkan Mulu, udah 2x bikin akun ditangguhkan semua, saya sudah mengikuti peraturan x tapi ditangguhkan, salahnya dimana?? Tolong kembalikan akun saya..",1
ok bgttt,5
Jelek,1
Okelah mntap,5
Sangat bagus,5
"Sumpah sih skrg keren bgt, ada groknya juga bisa buat curhat, segini dulu tar update lagi, yoyoy",5
Puas,4
Good,5
Mantap,5
"banyak bug, suka tiba tiba log out sendiri trs kalo buka video pasti ga bisa",2
Bintang 5 kecewa untuk akun saya yg di tangguhkan,5
Tidak bisa dibuka lagi,1
Good,5
Good,5
👎👎👎👎👎,1
kurang ramah,1
apasih tiba-tiba log out,1
Mantap,5
Provesional,5
Sudah 2x dalam 1 bulan akun X saya di tangguhkan. Padahal saya diam tidak ngapa-ngapain,1
Gut,5
Good,5
Sekarang twitter ga jelas dikit2 akun di tangguh kan padahal ga nglakuin planggaran ga apa tlong perbaiki dan kembalikan ke aemula akun saya,3
BAD,1
Keren,5
Good,5
Makin berat aj ni x,5
apk.A ane coba ...Tetep bintng 5,5
lemot,4
pas saya masuk aplikasi nya eror,2
Bagus,5
Can't access to premium feature because I can't confirm it through Play Store,1
Pembaruan tiap hari tapi bug nya masih merajalela...jujur makin jelek aja aplikasinya. 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1
Lumayan,4
sangat beguna tapi kadang suka bug,4
"kenapa sering log out sendiri, kadang gabisa dibuka sebelll",1
Aplikasinya sangat berguna. Bisa dengan mudah mengakses informasi yang sedang trend dan fitur dalam aplikasi lengkap.,5
Ingin melanjutkan informasi publik,3
Mwehehe i love X,5
Ok,4
Keren banget apk ini,5
Aplikasi no sensor 😄😆,5
"aplikasi keseringan update, tiap buka harus di update terus bjirr boros kuota.",1
sukses selalu twitter,5
Apk tololllll,1
👍,1
Real news in the world,5
LOVE BNGTT,5
Jangan di tangguh ya sahabat vj,5
Good,5
Sangat membantu,5
Top,5
Hehehehehe,5
Aplikasi bagus tapi tolong diperbaiki kekurangan nya,5
Good video,5
Akun ditangguhkan dari 2024 sampe skrg pengajuan banding gaada perkembangan. Padahal ga ngelanggar peraturan apapun,1
always suspended account and customer service not fast response,1
"gajelas dari awal tahun 2024 saya menggunakan x ini aman aman aja malah akhir akhir ini semenjak update akun saya sering log out sendiri sampai ga bisa dibuka samsek,tolong perbaiki ya bug nya ga jelas banget nyusahin",1
"baguss, berita/apapun dr x😀😀",5
nice,4
Good,5
apk bokap,3
Dulu enak setelah pembaruan kenapa log out terus,2
Kerja bagus,5
sangat bgs,5
"Ternyata bukan gw aja yg mengalami aplikasi sering logout sendiri, gak jelas! Padahal kalau untuk membasmi bot, sdh ada sistem verifikasi, mending balikin Twitter kaya dulu lg,",1
💩💩💩,1
"akun ku ditangguhkan aku udah cari"" cara biayar ga ditangguhkan tapi sama sekali ga bisa, itu kenapa ya,cara biayar tidak di tangguhkan lgi gimana?",2
Keren,5
Keren 🤍🗿💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻🗿🗿🗿🗿🗿🗿,1
Bintang,5
bagus,5
tb² keluar sendiri,1
Nice,5
(Jeaoulus and possesive so manipulatng honestly impresive you had me partivipating) Tebak lagu 1 the number one 2toxic till the end Jika 1 maka jawab ya Jika 2 maka jawab tidak,5
"kenapa saya ga bisa login trus log out sendiri, tolong di perbaiki lagi",1
Mantap,4
"akun keluar sendiri, pas mau log in tidak bisa2, parah, lebih bagus tweeter yg dulu",1
TOP..MANTAP..,5
makin aneh suka tiba-tiba keluar sendiri dan Kalo lagi scrol suka ke refresh sendiri hadeh,1
Mantap apk nya bang,5
Semoga bermanfaat,5
gak bisa digunakan,1
Sangat baik,5
"Sigma boy, sigma boy",5
Aplikasi bagus banget bisa liat bokep,5
Media untuk belajar dan mengelola informasi baik lokal maupun internasional,5
"saplikasi ini menurut saya bagus,bisa melihat postingan dari semua negara,menurut saya itu sangat berguna ,dan aplikasi ini kalau posting sebuah postingan tidak ada sensor²an itu yang membuat aplikasi ini bagus,saya kasih rate 5, dan mohon untuk kekurangannya seperti keluar sendiri atau nge fresh sendiri,saya pikir itu karna ponsel saya,saya mencoba untuk download ulang tapi tetap sama ,saya mohon di perbaiki ya kekurangan ini 🙏🏻🙏🏻😁, terimakasih",3
Bisa liat bokep bjirr,5
"Malah akun ditangguhkan, makin lama makin aneh",1
Awesome...,5
Sangat bagus sekali twitt(x),5
Mau posting musti verifikasi,2
Kenapa gak bisa buka video sihhh ... Jelekkkk pokoknya,3
Menarik,4
Kadang suka logout sendiri terus katanya akunnya dikasi label temporer itu apa maksudnya padahal gk ada posting aneh²,3
Baguss,5
Nice,5
bagus deh pokoknya,5
Sangat membantu,5
Siap,5
"Bagus apknya, tapi tiap hari akun kekunci terus. Tolong diperbaiki lagi. Masa sehari bisa 2x kekunci dan keluar sendiri.",5
Best,5
Sangat menarik,5
Error mulu,2
Ok,5
Bagus,5
Knapa jadi ribet gnih di x,3
Kadang mau masuk akun susah tolong perbaiki,1
Keren dan mendunia,5
Sering eror kaya yang punya,1
Sejauh ini masih cocok sih,5
Hika,5
banyak pekob ajgg,1
Jangan donloddd asli,1
Good,5
tolong dong yang suka jual diri di blokir,5
"Hi x, sekarang sering banget aplikasi keluar sendiri, hal ini terjadi di semua teman saya juga, jadi problemnya bukan di perangkat tapi aplikasinya",1
Siip,5
"Sering log out, mau login susah banget, ada bantuan ga guna",1
Informasi yg bermanfaat,5
"AKU KENAPA GAK BISA GANTI AVA COYYY KEK MASA AKU KUDU BUKA LAPTOP DAN BUKA VERSI WEB AGAR BISA GANTI AVA BJIRR, TRUS APA GUNANYA VERSI HP KALOK GK BISA GANTI AVA",2
"aplikasinya tiba² ngga bisa login katanya ""akun anda disalahgunakan"" padahal dari kemarin² ngga pernah buka x tiba² pas buka ngga bisa login, gmna kalii! soalnya aku ngga pernah ngepost atau apapun itu",1
Aplikasi yang terbaru jadi ndak seru sepeti sebelumnya,1
Sesuai nama nya ( X ) like poko nya,5
Komunitas2 itu mnding hpsss apalgi yang boming di indonesia komunitas marah marah Minimal kalo emg ga dhps sediakan fitur pmblokiran komunitas malas liat postingan ga berfardah dsna muncul terus lewat branda pdhl gua ga gabung.,1
cocok untuk melihat video mas amba cikk😹,5
apk nya kocak bisa keluar sendiri🗿🙏,1
"Kakean polah update"" mbarang torong",5
keren,5
"Aplikasi sering bug, tolong secepatnya di perbaiki.",3
apk ribet,1
Ui terassa berat,1
"Masukan yg nyata, menghibur",5
"apk nya bagus, cmn gajelas suka ke logout sendiri, trs pas coba masuk lagi gabisa, padahal email, sandi, no wa, nama akun udh bener semua. tolong di perbaiki, sy sngt tdk nyaman.",2
Udah bagus apk cuma tidak ada bahasa indonesianya😇,5
⭐⭐⭐⭐⭐ X is the best,5
"UPDATE komentar, jika x makin sulit masuk, coba tips ini. Buat akun baru, saat klik buat akun, akan muncul opsi masuk, ada pilihan akun google, silakan pilih akun X dengan email yang sama dan password yang sama. Selamat mencoba",1
